"{""O"": 0.76, ""E"": 0.24}","{""O"": 0.68, ""E"": 0.32}","{""O"": 0.67, ""E"": 0.33}"
"{""O"": 0.34, ""E"": 0.48, ""Sh"": 0.18}","{""E"": 0.47, ""O"": 0.31, ""Sh"": 0.22}","{""O"": 0.34, ""E"": 0.43, ""Sh"": 0.23}","{""O"": 0.33, ""E"": 0.67}"
"{""Sh"": 0.51, ""O"": 0.49}","{""O"": 1.0}"
"{""Out"": 0.33, ""O"": 0.67}","{""O"": 0.8, ""Out"": 0.2}","{""O"": 1.0}"
"{""E"": 1.0}","{""E"": 1.0}","{""E"": 1.0}"
"{""Sh"": 0.38, ""E"": 0.32, ""Edu"": 0.3}"
"{""O"": 0.77, ""Sh"": 0.23}","{""O"": 1.0}"
"{""O"": 0.49, ""Sh"": 0.51}"
"{""E"": 0.57, ""O"": 0.43}"
"{""O"": 1.0}"
"{""O"": 1.0}"
"{""E"": 0.53, ""O"": 0.47}"
"{""E"": 0.48, ""Sh"": 0.34, ""O"": 0.18}","{""E"": 0.33, ""Sh"": 0.32, ""O"": 0.35}"
"{""Sh"": 0.51, ""E"": 0.49}"
"{""E"": 0.55, ""Sh"": 0.21, ""O"": 0.24}","{""Sh"": 0.21, ""E"": 0.67, ""O"": 0.12}","{""E"": 0.72, ""Sh"": 0.24, ""O"": 0.04}","{""E"": 0.82, ""Sh"": 0.18}","{""E"": 0.81, ""Sh"": 0.19}","{""E"": 1.0}"
"{""O"": 0.44, ""E"": 0.56}"
"{""O"": 0.38, ""Sh"": 0.19, ""Out"": 0.22, ""E"": 0.21}","{""E"": 1.0}"
"{""O"": 1.0}"
"{""Sh"": 0.86, ""O"": 0.14}","{""Sh"": 0.8, ""O"": 0.2}","{""Sh"": 1.0}","{""Sh"": 1.0}"
"{""E"": 0.26, ""O"": 0.74}","{""O"": 1.0}"
"{""Out"": 0.28, ""O"": 0.72}","{""O"": 0.51, ""Out"": 0.49}"
"{""Sh"": 0.31, ""E"": 0.29, ""O"": 0.4}"
"{""Out"": 1.0}"
"{""E"": 0.2, ""Sh"": 0.6, ""Out"": 0.2}","{""Sh"": 0.33, ""E"": 0.35, ""Out"": 0.33}"
"{""O"": 0.75, ""E"": 0.25}","{""O"": 1.0}"
"{""E"": 0.59, ""Sh"": 0.21, ""Ent"": 0.2}","{""E"": 1.0}"
"{""O"": 0.51, ""E"": 0.49}","{""O"": 1.0}"
"{""Sh"": 0.29, ""O"": 0.71}","{""O"": 0.84, ""Sh"": 0.16}","{""O"": 1.0}","{""O"": 1.0}"
"{""O"": 0.73, ""E"": 0.27}","{""O"": 1.0}"
"{""Sh"": 0.41, ""E"": 0.59}","{""E"": 0.61, ""Sh"": 0.39}","{""E"": 1.0}"
"{""Sh"": 0.52, ""E"": 0.28, ""O"": 0.2}","{""E"": 1.0}"
"{""E"": 0.47, ""Ent"": 0.21, ""O"": 0.1, ""Sh"": 0.13, ""Out"": 0.09}","{""E"": 0.51, ""Ent"": 0.24, ""Sh"": 0.25}"
"{""E"": 0.47, ""Ent"": 0.09, ""O"": 0.25, ""Sh"": 0.19}","{""O"": 0.27, ""E"": 0.6, ""Sh"": 0.13}","{""E"": 1.0}"
"{""Out"": 0.31, ""O"": 0.69}","{""O"": 0.55, ""Out"": 0.45}"
